prefecture,date,positive,death,mobility,gdp,population,gop
Aichi,21937,1,0,,100.0000048654191,7537000,
Aichi,21944,1,0,,99.6003511102941,7537000,
Aichi,21951,0,0,,98.60121672248167,7537000,
Aichi,21958,3,0,-7,98.60121672248167,7537000,
Aichi,21965,12,0,-.75,98.60121672248167,7537000,
Aichi,21972,15,0,-3.5,98.05975409099565,7537000,
Aichi,21979,48,1,-7.75,94.81097830207969,7537000,
Aichi,21986,41,11,-4.5,94.81097830207969,7537000,
Aichi,21993,22,4,-1.75,94.81097830207969,7537000,
Aichi,22000,24,3,-4,94.81097830207969,7537000,
Aichi,22007,61,1,-5.5,86.18521319190229,7537000,
Aichi,22014,99,4,-8.75,82.73490714783132,7537000,
Aichi,22021,82,1,-20.75,82.73490714783132,7537000,
Aichi,22028,68,6,-27.5,82.73490714783132,7537000,
Aichi,22035,15,3,-24.5,80.30392942357999,7537000,
Aichi,22042,9,0,-28.25,77.06262579124484,7537000,
Aichi,22049,8,0,-21.25,77.06262579124484,7537000,
Aichi,22056,1,0,-17.75,77.06262579124484,7537000,
Aichi,22063,1,0,-14,77.06262579124484,7537000,
Aichi,22070,3,0,-11.5,84.55484311611461,7537000,
Aichi,22077,5,0,-16.5,84.55484311611461,7537000,
Aichi,22084,7,0,-8,84.55484311611461,7537000,
Aichi,22091,0,0,-9.75,84.55484311611461,7537000,
Aichi,22098,2,0,-11.75,87.47890115109465,7537000,
Aichi,22105,6,0,-16,88.64852436508667,7537000,
Aichi,22112,109,0,-15,88.64852436508667,7537000,
Aichi,22119,460,1,-14.75,88.64852436508667,7537000,
Aichi,22126,1073,0,-12,89.1165123744472,7537000,
Aichi,22133,1018,2,-13,90.28648239784854,7537000,
Aichi,22140,607,7,-17,90.28648239784854,7537000,
Aichi,22147,449,13,-15.75,90.28648239784854,7537000,
Aichi,22154,307,8,-14.25,90.28648239784854,7537000,
Aichi,22161,206,9,-14.75,93.14897771976931,7537000,
Aichi,22168,200,2,-14.5,93.62606027342278,7537000,
Aichi,22175,206,5,-7,93.62606027342278,7537000,
